OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
3287,2018,TOYT,HIG,4DR,BLK,3200,Monday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,9/6/2021 5:00:00 AM,9/6/2021 5:00:00 AM,2021,"FOUNTAINHEAD DR, FELICITY CRES",East,5050125.06,Morning,Catherine Kitts,900,900,381858.0235,5032117.3229
3288,2008,HOND,CIV,4DR,RED,,Friday,N,Centretown,Ward 14 - Somerset,Sector 23,4/6/2021 5:00:00 AM,4/2/2021 5:00:00 AM,2021,"CARTIER ST, MCLEOD ST N",Central,5050037.00,Evening,Ariel Troster,1800,2200,368577.9018,5030871.5666
3289,2017,LEXS,RX3,CARRY,BLK,62800,Saturday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,5/23/2020 5:00:00 AM,5/23/2020 5:00:00 AM,2020,"VALIN ST, GLANDRIEL CRES W",East,5050171.05,Night,Matthew Luloff,1000,200,386737.956,5037772.5139
3290,2019,TOYT,HIG,CARRY,GRY,,Tuesday,N,Stittsville,Ward 6 - Stittsville,Sector 13,9/7/2021 5:00:00 AM,9/7/2021 5:00:00 AM,2021,"MANEGE ST, PARADE DR",West,5050151.08,Morning,Glen Gower,600,600,351408.3301,5011899.1445
3291,2010,LINC,MKX,CARRY,BLK,,Tuesday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,4/6/2021 5:00:00 AM,4/6/2021 5:00:00 AM,2021,"JEROME JODOIN DR, SHINER LANE",East,5050171.09,Night,Catherine Kitts,300,300,383609.2851,5034398.5908
3292,,,,,,7000,Saturday,N,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,5/23/2020 5:00:00 AM,5/23/2020 5:00:00 AM,2020,"MANN AVE, NANCY SMITH PRIV",Central,5050051.00,Morning,Stéphanie Plante,900,900,369611.8025,5031588.0725
3293,2016,HYUN,ELN,4DR,GRY,10000,Tuesday,Y,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,4/6/2021 5:00:00 AM,4/6/2021 5:00:00 AM,2021,"CLAVER ST, DUNHAM ST",East,5050121.01,Night,Tim Tierney,500,500,374604.9179,5033554.5769
3294,2019,TOYT,HIG,CARRY,WHI,45000,Monday,N,Stittsville,Ward 6 - Stittsville,Sector 13,9/7/2021 5:00:00 AM,9/6/2021 5:00:00 AM,2021,"FRIENDLY CRES S, HARTSMERE DR",West,5050151.08,Evening,Glen Gower,600,2100,351694.6631,5012306.5454
3295,2020,CHEV,IMP,4DR,BLK,,Saturday,Y,Centretown,Ward 14 - Somerset,Sector 23,5/23/2020 5:00:00 AM,5/23/2020 5:00:00 AM,2020,"METCALFE ST, GILMOUR ST",Central,5050037.00,,Ariel Troster,1500,,368099.9726,5030960.2224
3296,2014,JEEP,PAT,CARRY,WHI,,Wednesday,Y,Britannia Village,Ward 7 - Bay,Sector 14,4/7/2021 5:00:00 AM,4/7/2021 5:00:00 AM,2021,"EVA TAYLOR PRIV, SKUCE PRIV",West,5050030.00,Evening,Theresa Kavanagh,200,1900,360220.7131,5024857.4223
3297,,,,MOTO,BLU,,Sunday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,5/24/2020 5:00:00 AM,5/24/2020 5:00:00 AM,2020,"BESSERER ST, FRIEL ST",Central,5050053.00,Morning,Stéphanie Plante,1000,800,368810.8988,5032498.5803
3298,2016,KIA,SOL,CARRY,GRY,,Tuesday,Y,Blackburn Hamlet,Ward 2 - Orléans West-Innes,Sector 31,9/7/2021 5:00:00 AM,9/7/2021 5:00:00 AM,2021,"INNES RD, ORIENT PARK DR",East,5050125.01,Night,Laura Dudas,600,300,378320.9342,5033035.5598
3299,2002,HOND,ACC,4DR,SIL,,Saturday,N,Emerald Woods - Sawmill Creek,Ward 10 - Gloucester-Southgate,Sector 35,5/24/2020 5:00:00 AM,5/23/2020 5:00:00 AM,2020,"FOX HOLLOW CRES, HUNTER'S POINT CRES N",East,5050123.01,Evening,Jessica Bradley,100,2300,371536.9231,5023406.5059
3300,,,,,BLU,507,Saturday,N,Carson Grove - Carson Meadows,Ward 13 - Rideau-Rockcliffe,Sector 32,4/7/2021 5:00:00 AM,3/27/2021 5:00:00 AM,2021,"LAFAYETTE PRIV, QUIGG PRIV",East,5050062.01,Evening,Rawlson King,1600,1800,373256.911,5034044.5848
3301,2019,TOYT,TAC,PICKUP,GRY,,Tuesday,N,Katimavik - Hazeldean,Ward 23 - Kanata South,Sector 13,9/7/2021 5:00:00 AM,9/7/2021 5:00:00 AM,2021,"MCCURDY DR, SEWELL WAY",West,5050160.05,Night,Allan Hubley,500,500,351957.8082,5018572.4602
3302,,,,MOTO,BLK,3000,Saturday,N,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,5/24/2020 5:00:00 AM,5/23/2020 5:00:00 AM,2020,"JUDGE ST, JUDGE ST",West,5050029.00,Morning,Theresa Kavanagh,800,900,359818.867,5024410.5111
3303,2005,,,MOTO,YEL,,Wednesday,N,Civic Hospital-Central Park,Ward 16 - River,Sector 21,4/7/2021 5:00:00 AM,3/24/2021 5:00:00 AM,2021,"FISHER AVE, 220 S OF TRENT ST",Central,5050021.00,,Riley Brockington,1500,,365874.1423,5026720.9703
3304,,,,,GRNBLK,,Tuesday,N,Manotick West,Ward 3 - Barrhaven West,Sector 12,9/8/2021 5:00:00 AM,9/7/2021 5:00:00 AM,2021,"CLONFADDA TERR, RIVER MIST RD",West,5050141.15,Evening,David Hill,1400,2200,365036.4371,5011272.6201
3305,2019,HOND,FIT,4DR,BLU,23000,Wednesday,Y,Britannia Village,Ward 7 - Bay,Sector 14,5/27/2020 5:00:00 AM,5/27/2020 5:00:00 AM,2020,"DON ST,GREENVIEW AVE",West,5050029.00,Afternoon,Theresa Kavanagh,1700,1300,359816.6215,5025000.4216
3306,2020,LEXS,YZG,CARRY,SIL,,Tuesday,N,Westboro,Ward 15 - Kitchissippi,Sector 21,9/8/2021 5:00:00 AM,9/7/2021 5:00:00 AM,2021,"AVONDALE AVE, CHURCHILL AVE",Central,5050033.01,Evening,Jeff Leiper,1400,2200,363535.4268,5027582.7713
3307,2015,TOYT,COA,4DR,BLK,,Tuesday,Y,Manotick West,Ward 21 - Rideau-Jock,Sector 12,4/7/2021 5:00:00 AM,4/6/2021 5:00:00 AM,2021,"BEAVERWOOD RD, DOCTOR LEACH DR",West,5050201.00,Evening,David Brown,800,2200,368667.8632,5009584.4041
3308,2014,FORD,FUS,4DR,BLU,,Friday,N,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,5/27/2020 5:00:00 AM,9/27/2019 5:00:00 AM,2020,"ISIDORE ST, KING GEORGE ST, LAWSON AVE",Central,5050012.00,Evening,Rawlson King,200,2200,371666.9104,5032174.5723
3309,2022,MITS,ECL,CARRY,WHI,,Friday,Y,Centretown,Ward 14 - Somerset,Sector 23,9/8/2021 5:00:00 AM,7/16/2021 5:00:00 AM,2021,"KENT ST, SOMERSET ST",Central,5050040.00,,Ariel Troster,1200,,367529.3705,5030815.9874
3310,2020,FORD,F15,PICKUP,BLK,40000,Thursday,Y,Centretown,Ward 14 - Somerset,Sector 23,4/8/2021 5:00:00 AM,4/8/2021 5:00:00 AM,2021,"GLADSTONE AVE, KENT ST",Central,5050039.00,Morning,Ariel Troster,900,900,367747.1483,5030459.9105
3311,2019,TOYT,TUN,PICKUP,WHI,,Sunday,N,Corkery,Ward 5 - West Carleton-March,Sector 11,5/27/2020 5:00:00 AM,4/26/2020 5:00:00 AM,2020,"MARCH RD, UPPER DWYER HILL RD",West,5050300.00,Morning,Clarke Kelly,1100,1100,334082.1662,5014287.3697
3312,2009,PONT,VIB,4DR,SIL,,Wednesday,Y,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,9/8/2021 5:00:00 AM,9/8/2021 5:00:00 AM,2021,"CHRYSLER ST, FIFTH AVE",Central,5050019.00,Afternoon,Shawn Menard,1800,1400,367806.9008,5029046.5519
3313,,VECT,,TRACT,ONG,,Tuesday,N,Osgoode,Ward 20 - Osgoode,Sector 36,4/8/2021 5:00:00 AM,4/6/2021 5:00:00 AM,2021,"SNAKE ISLAND RD, STAGECOACH RD",East,5050191.02,Afternoon,George Darouze,1300,1500,378064.1263,5006580.9776
3314,2019,NISS,VER,4DR,GRY,,Wednesday,Y,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,5/27/2020 5:00:00 AM,5/27/2020 5:00:00 AM,2020,"BECKENHAM LANE, CEDAR RD S",East,5050120.01,Morning,Tim Tierney,1100,1100,374526.9149,5034517.5847
3315,2020,,,OTHER,BLK,2200,Thursday,N,Centretown,Ward 14 - Somerset,Sector 23,9/9/2021 5:00:00 AM,9/9/2021 5:00:00 AM,2021,"METCALFE ST, NEPEAN ST",Central,5050037.00,Night,Ariel Troster,1300,300,367875.8523,5031319.138
3316,2002,SUBA,IWX,STWGN,BLK,,Thursday,Y,Orléans Chapel Hill,Ward 2 - Orléans West-Innes,Sector 31,4/8/2021 5:00:00 AM,4/8/2021 5:00:00 AM,2021,"LA CHAPELLE ST S, WINDFLOWER WAY S",East,5050125.04,Night,Laura Dudas,1300,100,380296.9399,5034274.5607
3317,2018,LEXS,RX3,CARRY,WHI,65000,Friday,Y,Orléans North West,Ward 2 - Orléans West-Innes,Sector 31,5/29/2020 5:00:00 AM,5/29/2020 5:00:00 AM,2020,"FORTUNE DR, ST. MORITZ CRT W",East,5050124.04,Night,Laura Dudas,800,0,379395.9252,5037375.5893
3318,2019,TOYT,HIG,CARRY,WHI,,Thursday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,9/9/2021 5:00:00 AM,9/9/2021 5:00:00 AM,2021,"STOCKTON DR W, HOGARTH AVE",East,5050123.02,Morning,Jessica Bradley,600,600,372874.9299,5023052.5029
3319,2019,LEXS,,CARRY,SIL,,Thursday,Y,Orléans Chapel Hill,Ward 2 - Orléans West-Innes,Sector 31,5/29/2020 5:00:00 AM,5/28/2020 5:00:00 AM,2020,"FOREST VALLEY DR, VALLEY FIELD CRES N",East,5050125.04,Evening,Laura Dudas,400,2000,379724.933,5035595.5734
3320,2020,FORD,COF,PICKUP,BLK,,Thursday,Y,Centretown,Ward 14 - Somerset,Sector 23,4/8/2021 5:00:00 AM,4/8/2021 5:00:00 AM,2021,"KENT ST, SLATER ST",Central,5050048.00,Afternoon,Ariel Troster,1400,1400,367263.3964,5031252.5105
3321,2004,ACUR,CEP,4DR,BLU,,Wednesday,N,Iris,Ward 8 - College,Sector 15,9/9/2021 5:00:00 AM,9/8/2021 5:00:00 AM,2021,"FELLOWS RD, WESTBURY RD",West,5050026.00,Evening,Laine Johnson,1800,2100,362159.8778,5023737.507
3322,2006,FORD,F15,PICKUP,GRN,,Friday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,5/29/2020 5:00:00 AM,5/22/2020 5:00:00 AM,2020,"ALBION RD, D'AOUST AVE",East,5050123.01,Evening,Jessica Bradley,1900,2100,372217.926,5023469.5058
3323,2013,TOYT,TAC,,GRY,,Friday,Y,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,4/9/2021 5:00:00 AM,4/9/2021 5:00:00 AM,2021,"GLADSTONE AVE, ST. FRANCIS ST",Central,5050043.00,Morning,Jeff Leiper,800,800,365663.1284,5029312.7466
3324,,,,MOTO,WHIRED,,Thursday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,9/9/2021 5:00:00 AM,9/9/2021 5:00:00 AM,2021,"BY WARD MARKET SQ, YORK ST",Central,5050054.00,Afternoon,Stéphanie Plante,1300,1300,367930.8971,5032341.5803
3325,2019,LEXS,L45,CARRY,BLK,85000,Thursday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,5/29/2020 5:00:00 AM,5/28/2020 5:00:00 AM,2020,"CREEK CROSSING ST, ROLLING BROOK DR",East,5050125.06,Evening,Catherine Kitts,500,2000,381184.9458,5033595.5518
3326,2020,NINE,KICK,,BLKYEL,,Thursday,N,Centretown,Ward 14 - Somerset,Sector 23,4/10/2021 5:00:00 AM,4/1/2021 5:00:00 AM,2021,"KENT ST, MACLAREN ST",Central,5050038.00,Morning,Ariel Troster,1600,1100,367574.6308,5030743.083
3327,2015,SMAR,COU,2DR,BLK,,Wednesday,Y,Woodroffe - Lincoln Heights,Ward 7 - Bay,Sector 14,9/9/2021 5:00:00 AM,9/8/2021 5:00:00 AM,2021,"RICHMOND RD, EDGEWORTH AVE, MCEWEN AVE",West,5050031.00,Evening,Theresa Kavanagh,700,2300,361097.7628,5025904.5282
3328,2014,HOND,CIV,4DR,GRY,14000,Friday,Y,Civic Hospital-Central Park,Ward 16 - River,Sector 21,5/30/2020 5:00:00 AM,5/29/2020 5:00:00 AM,2020,"SCOUT ST, JENSCOTT PRIV S",Central,5050023.02,Evening,Riley Brockington,1100,2200,364337.6164,5025200.9738
3329,2009,MAZD,M3H,,BLK,,Saturday,Y,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,4/10/2021 5:00:00 AM,4/10/2021 5:00:00 AM,2021,"CAHILL DR, MARLIN PRIV W, SANDHAM PRIV W",East,5050001.06,Night,Jessica Bradley,1100,200,371775.9231,5024702.5147
3330,2019,TOYT,,CARRY,BLK,,Thursday,N,Hunt Club East - Western Community,Ward 16 - River,Sector 35,9/9/2021 5:00:00 AM,9/9/2021 5:00:00 AM,2021,"BOURBON ST, AVOCADO ST",East,5050002.02,Night,Riley Brockington,600,400,370169.9165,5024455.5137
3331,2018,TOYT,COA,4DR,WHI,20000,Sunday,Y,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,5/31/2020 5:00:00 AM,5/31/2020 5:00:00 AM,2020,"BALHARRIE AVE, TAWNEY RD",East,5050010.00,Night,Marty Carr,1200,500,373686.1405,5028887.479
3332,2012,CHRY,200,4DR,WHI,,Saturday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,4/10/2021 5:00:00 AM,4/10/2021 5:00:00 AM,2021,"SOLSTICE WAY, SERRA RDG",East,5050171.10,Afternoon,Catherine Kitts,1300,1300,386058.044,5035174.7404
3333,2012,HYUN,VEL,4DR,WHI,,Wednesday,N,Iris,Ward 8 - College,Sector 15,9/9/2021 5:00:00 AM,9/8/2021 5:00:00 AM,2021,"FELLOWS RD, WESTBURY RD",West,5050026.00,Evening,Laine Johnson,1700,2100,362159.8778,5023737.507
3334,2015,JEEP,CHK,CARRY,SIL,,Sunday,Y,Carlingwood West - Glabar Park - McKellar Heights,Ward 7 - Bay,Sector 14,5/31/2020 5:00:00 AM,5/31/2020 5:00:00 AM,2020,"HWY 417 WOODROFF IC127R62, WOODROFFE AVE",West,5050025.00,Afternoon,Theresa Kavanagh,1900,1200,362051.6122,5025020.2018
3335,2012,HYUN,EGM,4DR,SIL,,Sunday,Y,Greely,Ward 20 - Osgoode,Sector 36,4/11/2021 5:00:00 AM,4/11/2021 5:00:00 AM,2021,WEST BEACH WAY,East,5050190.02,Evening,George Darouze,200,2100,376908.5467,5013768.9964
3336,2019,LEXS,,CARRY,WHI,,Friday,Y,Centrepointe,Ward 8 - College,Sector 15,9/10/2021 5:00:00 AM,9/10/2021 5:00:00 AM,2021,"PINETRAIL CRES W, ROCKCRESS GDN W",West,5050137.05,Night,Laine Johnson,300,300,362751.8807,5022401.4954
3337,2003,HOND,ACC,4DR,GRY,,Sunday,Y,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,5/31/2020 5:00:00 AM,5/31/2020 5:00:00 AM,2020,"FAIRLOP WAY, FAIRLOP WAY",West,5050141.10,Night,Wilson Lo,100,100,364836.4201,5016125.7934
3338,,BUIC,,,GRY,,Sunday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,4/12/2021 5:00:00 AM,4/11/2021 5:00:00 AM,2021,"MATTINGLY WAY, SOUTHBRIDGE ST",East,5050126.04,Evening,Steve Desroches,1000,1800,367703.6665,5014529.9015
3339,,,,MOTO,BLK,,Tuesday,N,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,9/10/2021 5:00:00 AM,9/7/2021 5:00:00 AM,2021,"CUBA AVE, RUSSELL RD",East,5050011.01,Evening,Marty Carr,1900,2200,373001.9211,5029505.5486
3340,2017,FORD,EXL,CARRY,WHI,35000,Monday,Y,West Centertown,Ward 14 - Somerset,Sector 22,6/1/2020 5:00:00 AM,6/1/2020 5:00:00 AM,2020,"BOOTH ST, LOUISA ST",Central,5050042.00,Evening,Ariel Troster,1800,1800,366802.8961,5029769.5589
3341,2017,JEEP,CHK,CARRY,RED,,Tuesday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,4/13/2021 5:00:00 AM,4/13/2021 5:00:00 AM,2021,"QUINLAN RD, WINGATE DR",East,5050009.00,Evening,Marty Carr,200,2300,372843.9211,5029009.5448
3342,2018,FORD,CTV,OTHER,YEL,,Friday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,9/10/2021 5:00:00 AM,9/10/2021 5:00:00 AM,2021,"HIGHWAY 417, HWY 417 ST.LAURE IC115R36",Central,5050012.00,Evening,Rawlson King,200,2100,372023.9134,5031472.5664
3343,2019,GMC,SAV,VAN,OTH,,Saturday,Y,Carleton Heights - Rideauview,Ward 16 - River,Sector 17,6/1/2020 5:00:00 AM,5/30/2020 5:00:00 AM,2020,"BORDEN SIDE RD, MOORSIDE PRIV",West,5050020.02,Evening,Riley Brockington,1100,2100,367088.9019,5024084.5108
3344,2013,KIA,RIO,4DR,BLK,,Monday,Y,Carleton Heights - Rideauview,Ward 16 - River,Sector 17,4/13/2021 5:00:00 AM,4/12/2021 5:00:00 AM,2021,"PRINCE OF WALES DR, 187 N OF HOG'S BACK RD, CHATEAU ROYALE ENTRANCE",West,5050020.01,Afternoon,Riley Brockington,800,1700,367286.9019,5025855.5255
3345,2017,DODG,CAR,VAN,BLK,,Thursday,Y,Briar Green - Leslie Park,Ward 8 - College,Sector 15,9/10/2021 5:00:00 AM,9/9/2021 5:00:00 AM,2021,"KILT CRT, MOORCROFT RD",West,5050137.04,Evening,Laine Johnson,800,2200,361646.8748,5022039.4914
3346,2012,CHRY,,VAN,SIL,,Monday,Y,Greely,Ward 20 - Osgoode,Sector 36,6/1/2020 5:00:00 AM,6/1/2020 5:00:00 AM,2020,"EMERALD LINKS DR, RICK HANSEN CRES N",East,5050191.01,Evening,George Darouze,200,2000,374722.9372,5013839.4373
3347,2020,FORD,,CARRY,BLK,,Wednesday,Y,Greely,Ward 20 - Osgoode,Sector 36,4/14/2021 5:00:00 AM,4/14/2021 5:00:00 AM,2021,"VISTA PATRICK PRIV, KIMBERLY DIANE PRIV",East,5050190.02,Morning,George Darouze,800,800,376030.5351,5014483.1903
